id,track_id,title,artist,genre,source,filename,path,tempo,rms,zcr,spectral_centroid,spectral_rolloff,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
demo_000,D0000,Crystal Voyage,Aster Club,Pop,demo,,,110.26636783405085,0.18921876960206246,0.06349340879005201,2678.397078339891,4678.531858275911,-152.56226336196454,-148.06987284992397,-118.49639043354834,-101.7254822688703,-109.6082815092307,-89.16743605489854,-62.47727677466172,-50.77994073874866,-33.13440926003431,-24.57435142058864,4.5351837989026285,18.972335483431586,28.528245580489727
demo_001,D0001,Electric Lights,Glass Harbor,Rock,demo,,,137.54381480317946,0.26822430731802227,0.0936326305081415,2631.5593159897426,5045.473077252767,-151.47889890836208,-140.44743635523153,-110.21966929060775,-106.23623585655042,-93.42662257730485,-77.81706840390584,-55.74152651557321,-42.07644748508737,-26.698139107232095,-11.553431975936938,17.13318080696369,11.748679868923075,25.9020581674277
demo_002,D0002,Electric Garden,Mira Chen,Electronic,demo,,,121.76664611136484,0.20402805379391645,0.08169829298527981,3538.684740920943,5727.692620251905,-139.7952576974024,-124.30396663037246,-111.15476585355844,-106.07407765830955,-84.14270941546624,-70.31651352687417,-54.750491226167895,-34.77856977641448,-25.211235609802543,-6.818691495424841,3.040632555911132,19.562955189519872,37.05030580670832
demo_003,D0003,Northern Voyage,Nova Lane,Folk,demo,,,106.47444669648388,0.13356064340176413,0.06328582424881322,1788.914311952501,3968.1720671629873,-132.25377316326816,-138.96295817292645,-113.6790802398862,-95.19797547915995,-77.31022134912577,-61.81018736165716,-46.6532221184006,-41.2898005779875,-27.698814341316538,-2.636192949942769,3.469565400947081,9.294509413296625,24.933702287972153
demo_004,D0004,Echo Orbit,Mira Chen,Hip-Hop,demo,,,91.28253610184241,0.16781663915104925,0.05263465033092296,1906.0981007878554,4071.183864131363,-129.9952768482613,-123.2247723177619,-102.8457980995407,-97.5454075285332,-80.90443077252057,-66.80390315198663,-59.066717164712315,-31.354220153715346,-24.75521872162179,-6.6500470501785,11.34597327124727,25.322249408239554,41.32308087178229
demo_005,D0005,Velvet Voyage,Aster Club,Classical,demo,,,76.65265039872885,0.06384855364028863,0.04086555409256643,1312.3318956434114,3200.0507708825226,-126.8018061862125,-123.24383244288049,-105.02530043231512,-77.60617361771148,-76.8501117684914,-54.099875452263305,-53.468941440079014,-33.64350046294104,-25.60017643928465,-6.712264607204499,16.722465099659164,10.18143661446121,41.47538914836686
demo_006,D0006,Blue Fire,Low Gravity,Jazz,demo,,,115.71635852132964,0.14444443257253065,0.042350324465968106,1785.9494388860392,4334.810954403584,-124.82518283581246,-98.43576886943268,-99.4148450197842,-91.93797994097491,-68.56579492034948,-54.490026528225876,-31.626499398076508,-22.069110032683373,-12.145031526803926,10.456423129756494,2.989895565417193,21.131987738002017,32.5873924687558
demo_007,D0007,Velvet Horizon,The Satellites,Metal,demo,,,140.6791162245677,0.23813292638239109,0.10916430509112003,3436.016536787237,7360.20986283935,-113.29498745684495,-90.52615286646571,-69.68910027194136,-76.18472453379204,-73.91630496025492,-69.55637024585047,-36.858308301249316,-32.00352876248261,-15.322858081437483,-3.3967743924784646,13.873672908668919,37.02784184630115,43.25638853956276
demo_008,D0008,Distant Signal,Mono Bloom,Pop,demo,,,122.01464981333872,0.16862541299148048,0.060292730834793015,2117.736230676899,4774.212804620512,-153.95780382821692,-131.88808391181553,-128.49436478831322,-118.7295501313362,-101.72093409785897,-84.55180851628603,-46.47224214051869,-54.82109343379509,-26.29208637010924,-24.973417424696212,4.952584102993953,15.829607728846906,26.746896818735276
demo_009,D0009,Blue Skies,The Satellites,Rock,demo,,,147.51299148704967,0.23551201966793497,0.09040175214636814,3229.9755159829724,4923.9703567213,-137.3672699487165,-133.7200670914125,-120.94910660887906,-102.71339088317966,-79.5519860663454,-73.24493998908915,-63.2874178466699,-36.149690319520886,-26.56994849230709,-2.713952064032064,1.465875497775249,5.204247746235998,19.054726406034682
demo_010,D0010,Crystal Dream,Paper Comets,Electronic,demo,,,134.24312288120413,0.1868401820565109,0.08536757791113302,3024.1159473332696,5959.100569424357,-152.1578161516466,-125.10338564248764,-118.65684098287672,-100.79097493376057,-87.3075431881961,-68.54940360960853,-45.240145109490264,-41.025320744786036,-21.848489653785137,-28.65137680824818,2.1102527845590564,10.504157837657031,22.249495516610978
demo_011,D0011,Lunar Dream,Mono Bloom,Folk,demo,,,99.41354974605741,0.09341394995407493,0.04791151583243816,1982.0573009334885,4418.51705698194,-131.97793739756315,-121.1950765039686,-100.30081514045806,-97.73604543399921,-87.56754089336562,-69.290870535044,-51.060025669830225,-37.087413132370315,-32.67510457786693,-8.776081746977006,6.825826641111242,39.63979230027137,49.01475689025336
demo_012,D0012,Lunar Voyage,Mono Bloom,Hip-Hop,demo,,,81.45590034057193,0.20079377608029922,0.07409866661128613,2699.4613875454543,4075.651456275858,-140.83267070194887,-125.98317152054237,-123.67831223790924,-93.55132736435927,-86.49931529487651,-67.98551541892859,-56.5148862253407,-36.00410043402046,-35.06182713085305,-18.486361963127926,24.533976896226385,11.450619349807752,27.225715372362885
demo_013,D0013,Midnight Voyage,Glass Harbor,Classical,demo,,,82.47839812820081,0.10000210982728536,0.03134130359748583,1532.2885080350602,3058.1667626821995,-131.96222276753687,-109.78129939150605,-98.52187140426705,-91.00924856984079,-75.07058371612833,-70.99916646695985,-47.905389951797325,-34.13109992007164,-16.14264088298995,-8.442617750552127,13.772308180361112,32.10172654255863,39.24343462134773
demo_014,D0014,Golden Static,Night Circuit,Jazz,demo,,,107.370459327768,0.14741279329835097,0.056976271461517375,2089.666253146642,4832.741548387057,-108.25465352855524,-98.66316078019806,-94.41322757954799,-89.85445767755814,-78.89929177586734,-46.72085637528908,-40.39800619882289,-24.908852772867114,-28.956687895793543,6.169507852465446,16.135362705714904,17.366554524684176,36.22780154040041
demo_015,D0015,Golden Signal,Mira Chen,Metal,demo,,,161.7004013522906,0.2945663810496927,0.13578773926491933,3756.1270911342003,6788.807271939718,-140.5332675274504,-108.39480211607747,-91.58790062902042,-77.1320480825032,-68.97531665057032,-66.55377425982866,-36.376036130287126,-11.68119828668652,-24.270891239329103,8.410624109585505,12.371798215016849,28.009405233369222,33.576811914368406
demo_016,D0016,Golden Pulse,Aster Club,Pop,demo,,,117.39742144391619,0.1506998201851296,0.0687806418916047,2842.9193926519474,4974.1395386860095,-141.04852379065767,-136.2380547300936,-117.87609458562353,-111.62256762827766,-93.46763347312636,-84.32939058640221,-55.58332852324118,-57.67642898491893,-26.74119726065871,-19.275208460041277,6.869976747738555,18.75695190985008,42.56516926117441
demo_017,D0017,Blue Signal,Aster Club,Rock,demo,,,126.68006917328005,0.25477265806983385,0.0760208672065527,3233.7467524939125,5558.393343461283,-155.59144342862996,-143.1097389315232,-119.73774325698992,-114.73248119504902,-95.36912221917265,-72.50392422759005,-50.75750371114643,-40.129908222204485,-48.330316068784796,-12.565066167757921,0.5762685858606234,18.311122282981543,42.929677453209656
demo_018,D0018,Northern Orbit,The Satellites,Electronic,demo,,,119.30770594068693,0.199443749567742,0.08742767430197433,3369.540149526183,6104.913203891084,-138.22732811325278,-134.81754929217436,-108.98989048027032,-92.20222755208769,-84.13697583890266,-69.37479285841043,-54.337254085746196,-48.65676211791505,-28.180229441922823,-13.470180259618871,5.567150914827961,25.248593975282358,23.531711344172727
demo_019,D0019,Northern Rain,Low Gravity,Folk,demo,,,94.85277338977119,0.14099091515042483,0.06129025411375325,1971.831286625424,3292.5106699262824,-129.3683152765041,-118.64564813946778,-104.2654394648795,-92.06706798940725,-63.37877519723132,-69.14129351092835,-69.02817833653211,-25.665965107862874,-27.661595447654605,-8.636956445255736,15.476405478884216,6.6819236715285975,23.986822287150886
demo_020,D0020,Neon Lights,Mira Chen,Hip-Hop,demo,,,89.60745087276159,0.20706144581679672,0.07995422850428888,1731.8043035259195,3942.5168989278527,-153.48082749306116,-120.31517131687694,-110.27420826910668,-88.5749138262671,-72.38437099022984,-62.644068543530544,-43.41893531699317,-33.416309007079455,-16.75948235518827,-12.38738610295906,6.063108689348332,23.32420877325566,42.56422780333935
